Day,Month,Year,Deliveries Fulfilled,Deliveries Available,Delivery Completion Ratio,Deliveries Value,Available Value,Monetary Value Ratio,Moves Remaining
9,6,2022,9,9,1.0,7580,7580,1.0,917
10,6,2022,9,9,1.0,8775,8775,1.0,914
11,6,2022,9,9,1.0,8180,8180,1.0,886
12,6,2022,9,9,1.0,7690,7690,1.0,747
13,6,2022,9,9,1.0,7925,7925,1.0,926
14,6,2022,9,9,1.0,6245,6245,1.0,1015
15,6,2022,9,9,1.0,7720,7720,1.0,919
16,6,2022,9,9,1.0,7725,7725,1.0,984
17,6,2022,9,9,1.0,7340,7340,1.0,837
18,6,2022,9,9,1.0,7945,7945,1.0,881
19,6,2022,9,9,1.0,6590,6590,1.0,873
20,6,2022,9,9,1.0,7402,7402,1.0,919
21,6,2022,9,9,1.0,5315,5315,1.0,882
22,6,2022,9,9,1.0,7715,7715,1.0,1051
23,6,2022,9,9,1.0,8400,8400,1.0,881
24,6,2022,9,9,1.0,7475,7475,1.0,950
25,6,2022,9,9,1.0,9375,9375,1.0,991
26,6,2022,9,9,1.0,6140,6140,1.0,898
27,6,2022,9,9,1.0,8655,8655,1.0,716
28,6,2022,9,9,1.0,7197,7197,1.0,791
29,6,2022,9,9,1.0,7120,7120,1.0,904
30,6,2022,9,9,1.0,6395,6395,1.0,972
1,7,2022,10,10,1.0,8357,8357,1.0,857
2,7,2022,10,10,1.0,6890,6890,1.0,865
3,7,2022,10,10,1.0,8320,8320,1.0,713
4,7,2022,10,10,1.0,7960,7960,1.0,782
5,7,2022,10,10,1.0,7605,7605,1.0,754
6,7,2022,10,10,1.0,7030,7030,1.0,814
7,7,2022,10,10,1.0,9310,9310,1.0,728
8,7,2022,10,10,1.0,6960,6960,1.0,887
9,7,2022,10,10,1.0,8410,8410,1.0,910
10,7,2022,10,10,1.0,8710,8710,1.0,876
11,7,2022,10,10,1.0,6827,6827,1.0,938
12,7,2022,10,10,1.0,7675,7675,1.0,870
13,7,2022,10,10,1.0,8440,8440,1.0,889
14,7,2022,10,10,1.0,8710,8710,1.0,901
15,7,2022,10,10,1.0,8955,8955,1.0,854
16,7,2022,10,10,1.0,8225,8225,1.0,818
17,7,2022,10,10,1.0,7575,7575,1.0,820
18,7,2022,10,10,1.0,7005,7005,1.0,850
19,7,2022,10,10,1.0,7360,7360,1.0,750
20,7,2022,10,10,1.0,7810,7810,1.0,828
21,7,2022,10,10,1.0,9065,9065,1.0,811
22,7,2022,10,10,1.0,7262,7262,1.0,728
23,7,2022,10,10,1.0,8200,8200,1.0,902
24,7,2022,10,10,1.0,9030,9030,1.0,730
25,7,2022,10,10,1.0,7715,7715,1.0,818
26,7,2022,10,10,1.0,6915,6915,1.0,940
27,7,2022,10,10,1.0,7567,7567,1.0,728
28,7,2022,10,10,1.0,7695,7695,1.0,938
29,7,2022,10,10,1.0,8430,8430,1.0,847
30,7,2022,10,10,1.0,6785,6785,1.0,861
31,7,2022,10,10,1.0,6180,6180,1.0,749
1,8,2022,11,11,1.0,7185,7185,1.0,871
2,8,2022,11,11,1.0,6870,6870,1.0,856
3,8,2022,11,11,1.0,7060,7060,1.0,880
4,8,2022,11,11,1.0,8667,8667,1.0,811
5,8,2022,11,11,1.0,11125,11125,1.0,826
6,8,2022,11,11,1.0,8865,8865,1.0,647
7,8,2022,11,11,1.0,10230,10230,1.0,813
8,8,2022,11,11,1.0,9802,9802,1.0,603
9,8,2022,11,11,1.0,8117,8117,1.0,781
10,8,2022,11,11,1.0,9805,9805,1.0,689
11,8,2022,11,11,1.0,9945,9945,1.0,831
12,8,2022,11,11,1.0,11065,11065,1.0,547
13,8,2022,11,11,1.0,10500,10500,1.0,822
14,8,2022,11,11,1.0,8565,8565,1.0,759
15,8,2022,11,11,1.0,7635,7635,1.0,603
16,8,2022,11,11,1.0,8167,8167,1.0,864
17,8,2022,11,11,1.0,8997,8997,1.0,759
18,8,2022,11,11,1.0,7980,7980,1.0,745
19,8,2022,11,11,1.0,9245,9245,1.0,839
20,8,2022,11,11,1.0,11630,11630,1.0,831
21,8,2022,11,11,1.0,8045,8045,1.0,799
22,8,2022,11,11,1.0,9340,9340,1.0,862
23,8,2022,11,11,1.0,9405,9405,1.0,680
24,8,2022,11,11,1.0,7485,7485,1.0,886
25,8,2022,11,11,1.0,9700,9700,1.0,744
26,8,2022,11,11,1.0,7645,7645,1.0,912
27,8,2022,11,11,1.0,9305,9305,1.0,650
28,8,2022,11,11,1.0,8370,8370,1.0,799
29,8,2022,11,11,1.0,9400,9400,1.0,782
30,8,2022,11,11,1.0,8810,8810,1.0,697
31,8,2022,11,11,1.0,11710,11710,1.0,868
1,9,2022,12,12,1.0,9855,9855,1.0,702
2,9,2022,12,12,1.0,10482,10482,1.0,770
3,9,2022,12,12,1.0,11485,11485,1.0,559
4,9,2022,12,12,1.0,10015,10015,1.0,890
5,9,2022,12,12,1.0,8490,8490,1.0,811
6,9,2022,12,12,1.0,11662,11662,1.0,649
7,9,2022,12,12,1.0,8905,8905,1.0,756
8,9,2022,12,12,1.0,9015,9015,1.0,522
9,9,2022,12,12,1.0,11405,11405,1.0,748
10,9,2022,12,12,1.0,9775,9775,1.0,717
11,9,2022,12,12,1.0,7902,7902,1.0,604
12,9,2022,12,12,1.0,9840,9840,1.0,861
13,9,2022,12,12,1.0,7885,7885,1.0,649
14,9,2022,12,12,1.0,11580,11580,1.0,675
15,9,2022,12,12,1.0,11550,11550,1.0,726
16,9,2022,12,12,1.0,6855,6855,1.0,757
17,9,2022,12,12,1.0,6815,6815,1.0,648
18,9,2022,12,12,1.0,9905,9905,1.0,622
19,9,2022,12,12,1.0,9010,9010,1.0,685
20,9,2022,12,12,1.0,7507,7507,1.0,735
21,9,2022,12,12,1.0,10785,10785,1.0,768
22,9,2022,12,12,1.0,10040,10040,1.0,613
23,9,2022,12,12,1.0,10740,10740,1.0,704
24,9,2022,12,12,1.0,10005,10005,1.0,758
25,9,2022,12,12,1.0,9015,9015,1.0,740
26,9,2022,12,12,1.0,9820,9820,1.0,798
27,9,2022,12,12,1.0,11385,11385,1.0,810
28,9,2022,12,12,1.0,8545,8545,1.0,697
29,9,2022,12,12,1.0,7970,7970,1.0,809
30,9,2022,12,12,1.0,9295,9295,1.0,648
1,10,2022,13,13,1.0,9465,9465,1.0,668
2,10,2022,13,13,1.0,11507,11507,1.0,620
3,10,2022,13,13,1.0,10235,10235,1.0,699
4,10,2022,13,13,1.0,10235,10235,1.0,507
5,10,2022,13,13,1.0,8875,8875,1.0,661
6,10,2022,13,13,1.0,11250,11250,1.0,684
7,10,2022,13,13,1.0,9820,9820,1.0,765
8,10,2022,13,13,1.0,10977,10977,1.0,509
9,10,2022,13,13,1.0,9395,9395,1.0,699
10,10,2022,13,13,1.0,10170,10170,1.0,623
11,10,2022,13,13,1.0,11940,11940,1.0,664
12,10,2022,13,13,1.0,9740,9740,1.0,621
13,10,2022,13,13,1.0,10605,10605,1.0,473
14,10,2022,13,13,1.0,8425,8425,1.0,631
15,10,2022,13,13,1.0,9615,9615,1.0,639
16,10,2022,13,13,1.0,10405,10405,1.0,587
17,10,2022,13,13,1.0,8910,8910,1.0,531
18,10,2022,13,13,1.0,9825,9825,1.0,630
19,10,2022,13,13,1.0,11875,11875,1.0,679
20,10,2022,13,13,1.0,12225,12225,1.0,613
21,10,2022,13,13,1.0,11045,11045,1.0,705
22,10,2022,13,13,1.0,10710,10710,1.0,734
23,10,2022,13,13,1.0,11145,11145,1.0,693
24,10,2022,13,13,1.0,10200,10200,1.0,649
25,10,2022,13,13,1.0,12495,12495,1.0,486
26,10,2022,13,13,1.0,12380,12380,1.0,607
27,10,2022,13,13,1.0,11277,11277,1.0,613
28,10,2022,13,13,1.0,9650,9650,1.0,669
29,10,2022,13,13,1.0,10575,10575,1.0,745
30,10,2022,13,13,1.0,10150,10150,1.0,571
31,10,2022,13,13,1.0,11410,11410,1.0,671
1,11,2022,14,14,1.0,10550,10550,1.0,586
2,11,2022,14,14,1.0,12800,12800,1.0,549
3,11,2022,14,14,1.0,11080,11080,1.0,613
4,11,2022,14,14,1.0,12590,12590,1.0,702
5,11,2022,14,14,1.0,11890,11890,1.0,637
6,11,2022,14,14,1.0,11335,11335,1.0,433
7,11,2022,14,14,1.0,11665,11665,1.0,527
8,11,2022,14,14,1.0,13095,13095,1.0,617
9,11,2022,14,14,1.0,11090,11090,1.0,523
10,11,2022,14,14,1.0,10105,10105,1.0,614
11,11,2022,14,14,1.0,11910,11910,1.0,456
12,11,2022,14,14,1.0,10455,10455,1.0,487
13,11,2022,14,14,1.0,13100,13100,1.0,550
14,11,2022,14,14,1.0,10697,10697,1.0,490
15,11,2022,14,14,1.0,8295,8295,1.0,638
16,11,2022,14,14,1.0,9999,9999,1.0,641
17,11,2022,14,14,1.0,12150,12150,1.0,579
18,11,2022,14,14,1.0,9730,9730,1.0,478
19,11,2022,14,14,1.0,10172,10172,1.0,452
20,11,2022,14,14,1.0,10217,10217,1.0,479
21,11,2022,14,14,1.0,9945,9945,1.0,532
22,11,2022,14,14,1.0,9810,9810,1.0,580
23,11,2022,14,14,1.0,12540,12540,1.0,492
24,11,2022,14,14,1.0,11855,11855,1.0,653
25,11,2022,14,14,1.0,11260,11260,1.0,550
26,11,2022,14,14,1.0,10415,10415,1.0,727
27,11,2022,14,14,1.0,11465,11465,1.0,671
28,11,2022,14,14,1.0,11087,11087,1.0,569
29,11,2022,14,14,1.0,12600,12600,1.0,485
30,11,2022,14,14,1.0,8785,8785,1.0,543
1,12,2022,15,15,1.0,10770,10770,1.0,536
2,12,2022,15,15,1.0,13285,13285,1.0,481
3,12,2022,15,15,1.0,13125,13125,1.0,431
4,12,2022,15,15,1.0,10750,10750,1.0,460
5,12,2022,15,15,1.0,10770,10770,1.0,400
6,12,2022,15,15,1.0,11050,11050,1.0,601
7,12,2022,15,15,1.0,12295,12295,1.0,427
8,12,2022,15,15,1.0,11630,11630,1.0,451
9,12,2022,15,15,1.0,13915,13915,1.0,445
10,12,2022,15,15,1.0,10420,10420,1.0,551
11,12,2022,15,15,1.0,9792,9792,1.0,258
12,12,2022,15,15,1.0,11540,11540,1.0,506
13,12,2022,15,15,1.0,12915,12915,1.0,368
14,12,2022,15,15,1.0,10430,10430,1.0,346
15,12,2022,15,15,1.0,16640,16640,1.0,615
16,12,2022,15,15,1.0,12850,12850,1.0,591
17,12,2022,15,15,1.0,12500,12500,1.0,571
18,12,2022,15,15,1.0,10485,10485,1.0,506
19,12,2022,15,15,1.0,12535,12535,1.0,479
20,12,2022,15,15,1.0,10450,10450,1.0,414
21,12,2022,15,15,1.0,12605,12605,1.0,513
22,12,2022,15,15,1.0,12240,12240,1.0,717
23,12,2022,15,15,1.0,14940,14940,1.0,651
24,12,2022,15,15,1.0,11375,11375,1.0,543
25,12,2022,15,15,1.0,11890,11890,1.0,486
26,12,2022,15,15,1.0,12335,12335,1.0,396
27,12,2022,15,15,1.0,12255,12255,1.0,581
28,12,2022,15,15,1.0,12100,12100,1.0,644
29,12,2022,15,15,1.0,11420,11420,1.0,394
30,12,2022,15,15,1.0,11930,11930,1.0,455
31,12,2022,15,15,1.0,10725,10725,1.0,462
1,1,2023,16,16,1.0,12090,12090,1.0,425
2,1,2023,16,16,1.0,12710,12710,1.0,627
3,1,2023,16,16,1.0,12805,12805,1.0,456
4,1,2023,16,16,1.0,14705,14705,1.0,645
5,1,2023,16,16,1.0,13310,13310,1.0,355
6,1,2023,16,16,1.0,12507,12507,1.0,528
7,1,2023,16,16,1.0,11490,11490,1.0,571
8,1,2023,16,16,1.0,13325,13325,1.0,501
9,1,2023,16,16,1.0,12165,12165,1.0,467
10,1,2023,16,16,1.0,12845,12845,1.0,367
11,1,2023,16,16,1.0,13520,13520,1.0,503
12,1,2023,16,16,1.0,14310,14310,1.0,504
13,1,2023,16,16,1.0,14450,14450,1.0,568
14,1,2023,16,16,1.0,13220,13220,1.0,351
15,1,2023,16,16,1.0,13342,13342,1.0,431
16,1,2023,16,16,1.0,12955,12955,1.0,419
17,1,2023,16,16,1.0,13737,13737,1.0,390
18,1,2023,16,16,1.0,12135,12135,1.0,549
19,1,2023,16,16,1.0,12370,12370,1.0,496
20,1,2023,16,16,1.0,12720,12720,1.0,364
21,1,2023,16,16,1.0,14232,14232,1.0,229
22,1,2023,16,16,1.0,13022,13022,1.0,567
23,1,2023,16,16,1.0,11497,11497,1.0,544
24,1,2023,16,16,1.0,12777,12777,1.0,338
25,1,2023,16,16,1.0,12400,12400,1.0,344
26,1,2023,16,16,1.0,14517,14517,1.0,598
27,1,2023,16,16,1.0,11670,11670,1.0,545
28,1,2023,16,16,1.0,13815,13815,1.0,464
29,1,2023,16,16,1.0,14820,14820,1.0,523
30,1,2023,16,16,1.0,10895,10895,1.0,602
31,1,2023,16,16,1.0,13555,13555,1.0,399
1,2,2023,17,17,1.0,11890,11890,1.0,382
2,2,2023,17,17,1.0,12530,12530,1.0,432
3,2,2023,17,17,1.0,14155,14155,1.0,522
4,2,2023,17,17,1.0,15085,15085,1.0,323
5,2,2023,17,17,1.0,14395,14395,1.0,286
6,2,2023,17,17,1.0,12785,12785,1.0,394
7,2,2023,17,17,1.0,13070,13070,1.0,489
8,2,2023,17,17,1.0,12222,12222,1.0,572
9,2,2023,17,17,1.0,14110,14110,1.0,563
10,2,2023,17,17,1.0,14165,14165,1.0,465
11,2,2023,17,17,1.0,13922,13922,1.0,266
12,2,2023,17,17,1.0,14520,14520,1.0,378
13,2,2023,17,17,1.0,14005,14005,1.0,365
14,2,2023,17,17,1.0,12920,12920,1.0,467
15,2,2023,17,17,1.0,13825,13825,1.0,452
16,2,2023,17,17,1.0,15225,15225,1.0,360
17,2,2023,17,17,1.0,17070,17070,1.0,487
18,2,2023,17,17,1.0,12215,12215,1.0,299
19,2,2023,17,17,1.0,16107,16107,1.0,193
20,2,2023,17,17,1.0,13160,13160,1.0,489
21,2,2023,17,17,1.0,12575,12575,1.0,392
22,2,2023,17,17,1.0,14230,14230,1.0,471
23,2,2023,17,17,1.0,11905,11905,1.0,349
24,2,2023,17,17,1.0,14755,14755,1.0,523
25,2,2023,17,17,1.0,10970,10970,1.0,545
26,2,2023,17,17,1.0,14080,14080,1.0,309
27,2,2023,17,17,1.0,14590,14590,1.0,382
28,2,2023,17,17,1.0,14460,14460,1.0,365
1,3,2023,18,18,1.0,12117,12117,1.0,266
2,3,2023,18,18,1.0,16257,16257,1.0,259
3,3,2023,18,18,1.0,15095,15095,1.0,262
4,3,2023,18,18,1.0,13497,13497,1.0,411
5,3,2023,18,18,1.0,15085,15085,1.0,450
6,3,2023,18,18,1.0,13857,13857,1.0,267
7,3,2023,18,18,1.0,15702,15702,1.0,335
8,3,2023,18,18,1.0,14455,14455,1.0,284
9,3,2023,18,18,1.0,14385,14385,1.0,258
10,3,2023,18,18,1.0,14615,14615,1.0,452
11,3,2023,18,18,1.0,17874,17874,1.0,303
12,3,2023,18,18,1.0,16690,16690,1.0,221
13,3,2023,18,18,1.0,14897,14897,1.0,375
14,3,2023,18,18,1.0,14160,14160,1.0,314
15,3,2023,18,18,1.0,14470,14470,1.0,279
16,3,2023,18,18,1.0,13155,13155,1.0,401
17,3,2023,18,18,1.0,13135,13135,1.0,342
18,3,2023,18,18,1.0,15470,15470,1.0,292
19,3,2023,18,18,1.0,17145,17145,1.0,127
20,3,2023,18,18,1.0,15240,15240,1.0,160
21,3,2023,18,18,1.0,16625,16625,1.0,258
22,3,2023,18,18,1.0,12600,12600,1.0,257
23,3,2023,18,18,1.0,14255,14255,1.0,287
24,3,2023,18,18,1.0,16172,16172,1.0,213
25,3,2023,18,18,1.0,16610,16610,1.0,339
26,3,2023,18,18,1.0,13840,13840,1.0,363
27,3,2023,18,18,1.0,15060,15060,1.0,460
28,3,2023,18,18,1.0,15205,15205,1.0,501
29,3,2023,18,18,1.0,13240,13240,1.0,390
30,3,2023,18,18,1.0,15192,15192,1.0,252
31,3,2023,18,18,1.0,12677,12677,1.0,223
1,4,2023,19,19,1.0,16460,16460,1.0,364
2,4,2023,19,19,1.0,13817,13817,1.0,65
3,4,2023,19,19,1.0,17254,17254,1.0,239
4,4,2023,19,19,1.0,16265,16265,1.0,287
5,4,2023,19,19,1.0,13515,13515,1.0,272
6,4,2023,17,19,0.8947368421052632,15725,16605,0.9470039144835892,38
7,4,2023,19,19,1.0,17630,17630,1.0,459
8,4,2023,19,19,1.0,16765,16765,1.0,275
9,4,2023,19,19,1.0,15997,15997,1.0,363
10,4,2023,19,19,1.0,17075,17075,1.0,417
11,4,2023,19,19,1.0,14420,14420,1.0,280
12,4,2023,19,19,1.0,13000,13000,1.0,286
13,4,2023,19,19,1.0,14695,14695,1.0,106
14,4,2023,19,19,1.0,17570,17570,1.0,385
15,4,2023,19,19,1.0,18255,18255,1.0,317
16,4,2023,19,19,1.0,16442,16442,1.0,335
17,4,2023,19,19,1.0,15455,15455,1.0,259
18,4,2023,19,19,1.0,15760,15760,1.0,166
19,4,2023,19,19,1.0,15482,15482,1.0,240
20,4,2023,19,19,1.0,15675,15675,1.0,287
21,4,2023,19,19,1.0,14345,14345,1.0,433
22,4,2023,19,19,1.0,13235,13235,1.0,379
23,4,2023,19,19,1.0,15345,15345,1.0,290
24,4,2023,19,19,1.0,15954,15954,1.0,300
25,4,2023,19,19,1.0,15715,15715,1.0,363
26,4,2023,19,19,1.0,15160,15160,1.0,270
27,4,2023,19,19,1.0,16175,16175,1.0,86
28,4,2023,19,19,1.0,16575,16575,1.0,294
29,4,2023,19,19,1.0,14010,14010,1.0,221
30,4,2023,19,19,1.0,17237,17237,1.0,369
1,5,2023,20,20,1.0,14565,14565,1.0,277
2,5,2023,20,20,1.0,18085,18085,1.0,210
3,5,2023,20,20,1.0,15310,15310,1.0,117
4,5,2023,20,20,1.0,17165,17165,1.0,97
5,5,2023,20,20,1.0,17232,17232,1.0,93
6,5,2023,20,20,1.0,15890,15890,1.0,174
7,5,2023,20,20,1.0,16835,16835,1.0,73
8,5,2023,20,20,1.0,16350,16350,1.0,300
9,5,2023,20,20,1.0,14842,14842,1.0,156
10,5,2023,20,20,1.0,15460,15460,1.0,219
11,5,2023,20,20,1.0,17432,17432,1.0,206
12,5,2023,20,20,1.0,16007,16007,1.0,147
13,5,2023,20,20,1.0,17180,17180,1.0,194
14,5,2023,20,20,1.0,13475,13475,1.0,82
15,5,2023,20,20,1.0,14875,14875,1.0,254
16,5,2023,20,20,1.0,15650,15650,1.0,226
17,5,2023,20,20,1.0,14887,14887,1.0,156
18,5,2023,20,20,1.0,19400,19400,1.0,245
19,5,2023,20,20,1.0,16412,16412,1.0,181
20,5,2023,20,20,1.0,16562,16562,1.0,167
21,5,2023,20,20,1.0,16339,16339,1.0,215
22,5,2023,20,20,1.0,14810,14810,1.0,264
23,5,2023,20,20,1.0,17980,17980,1.0,55
