Day,Month,Year,Deliveries Fulfilled,Deliveries Available,Delivery Completion Ratio,Deliveries Value,Available Value,Monetary Value Ratio,Moves Remaining
18,4,2022,7,7,1.0,3925,3925,1.0,921
19,4,2022,7,7,1.0,4465,4465,1.0,1031
20,4,2022,7,7,1.0,4425,4425,1.0,1065
21,4,2022,7,7,1.0,5777,5777,1.0,850
22,4,2022,7,7,1.0,4775,4775,1.0,855
23,4,2022,7,7,1.0,6265,6265,1.0,837
24,4,2022,7,7,1.0,4875,4875,1.0,1017
25,4,2022,7,7,1.0,5575,5575,1.0,884
26,4,2022,7,7,1.0,4455,4455,1.0,934
27,4,2022,7,7,1.0,5920,5920,1.0,1077
28,4,2022,7,7,1.0,5487,5487,1.0,1082
29,4,2022,7,7,1.0,6040,6040,1.0,861
30,4,2022,7,7,1.0,7600,7600,1.0,1120
1,5,2022,8,8,1.0,5675,5675,1.0,803
2,5,2022,8,8,1.0,5445,5445,1.0,1027
3,5,2022,8,8,1.0,6990,6990,1.0,864
4,5,2022,8,8,1.0,5212,5212,1.0,1057
5,5,2022,8,8,1.0,5770,5770,1.0,962
6,5,2022,8,8,1.0,8295,8295,1.0,904
7,5,2022,8,8,1.0,7205,7205,1.0,824
8,5,2022,8,8,1.0,5970,5970,1.0,896
9,5,2022,8,8,1.0,7460,7460,1.0,874
10,5,2022,8,8,1.0,6920,6920,1.0,843
11,5,2022,8,8,1.0,7375,7375,1.0,869
12,5,2022,8,8,1.0,6955,6955,1.0,887
13,5,2022,8,8,1.0,6535,6535,1.0,857
14,5,2022,8,8,1.0,7955,7955,1.0,1037
15,5,2022,8,8,1.0,6890,6890,1.0,927
16,5,2022,8,8,1.0,7025,7025,1.0,1017
17,5,2022,8,8,1.0,5120,5120,1.0,763
18,5,2022,8,8,1.0,5345,5345,1.0,966
19,5,2022,8,8,1.0,6625,6625,1.0,871
20,5,2022,8,8,1.0,5510,5510,1.0,986
21,5,2022,8,8,1.0,5495,5495,1.0,966
22,5,2022,8,8,1.0,7780,7780,1.0,853
23,5,2022,8,8,1.0,5280,5280,1.0,939
24,5,2022,8,8,1.0,7460,7460,1.0,812
25,5,2022,8,8,1.0,6620,6620,1.0,967
26,5,2022,8,8,1.0,6015,6015,1.0,980
27,5,2022,8,8,1.0,6570,6570,1.0,979
28,5,2022,8,8,1.0,6285,6285,1.0,1033
29,5,2022,8,8,1.0,6557,6557,1.0,1028
30,5,2022,8,8,1.0,5955,5955,1.0,894
31,5,2022,8,8,1.0,6785,6785,1.0,934
1,6,2022,9,9,1.0,6000,6000,1.0,826
2,6,2022,9,9,1.0,7450,7450,1.0,828
3,6,2022,9,9,1.0,8305,8305,1.0,853
4,6,2022,9,9,1.0,7055,7055,1.0,751
5,6,2022,9,9,1.0,7160,7160,1.0,674
6,6,2022,9,9,1.0,6740,6740,1.0,962
7,6,2022,9,9,1.0,6780,6780,1.0,996
8,6,2022,9,9,1.0,5715,5715,1.0,938
9,6,2022,9,9,1.0,7580,7580,1.0,817
10,6,2022,9,9,1.0,8775,8775,1.0,836
11,6,2022,9,9,1.0,8180,8180,1.0,764
12,6,2022,9,9,1.0,7690,7690,1.0,716
13,6,2022,9,9,1.0,7925,7925,1.0,869
14,6,2022,9,9,1.0,6245,6245,1.0,950
15,6,2022,9,9,1.0,7720,7720,1.0,881
16,6,2022,9,9,1.0,7725,7725,1.0,949
17,6,2022,9,9,1.0,7340,7340,1.0,783
18,6,2022,9,9,1.0,7945,7945,1.0,823
19,6,2022,9,9,1.0,6590,6590,1.0,849
20,6,2022,9,9,1.0,7402,7402,1.0,871
21,6,2022,9,9,1.0,5315,5315,1.0,930
22,6,2022,9,9,1.0,7715,7715,1.0,1039
23,6,2022,9,9,1.0,8400,8400,1.0,849
24,6,2022,9,9,1.0,7475,7475,1.0,915
25,6,2022,9,9,1.0,9375,9375,1.0,875
26,6,2022,9,9,1.0,6140,6140,1.0,865
27,6,2022,9,9,1.0,8655,8655,1.0,608
28,6,2022,9,9,1.0,7197,7197,1.0,724
29,6,2022,9,9,1.0,7120,7120,1.0,799
30,6,2022,9,9,1.0,6395,6395,1.0,945
1,7,2022,10,10,1.0,8357,8357,1.0,848
2,7,2022,10,10,1.0,6890,6890,1.0,831
3,7,2022,10,10,1.0,8320,8320,1.0,632
4,7,2022,10,10,1.0,7960,7960,1.0,759
5,7,2022,10,10,1.0,7605,7605,1.0,691
6,7,2022,10,10,1.0,7030,7030,1.0,770
7,7,2022,10,10,1.0,9310,9310,1.0,707
8,7,2022,10,10,1.0,6960,6960,1.0,866
9,7,2022,10,10,1.0,8410,8410,1.0,859
10,7,2022,10,10,1.0,8710,8710,1.0,892
11,7,2022,10,10,1.0,6827,6827,1.0,863
12,7,2022,10,10,1.0,7675,7675,1.0,835
13,7,2022,10,10,1.0,8440,8440,1.0,811
14,7,2022,10,10,1.0,8710,8710,1.0,852
15,7,2022,10,10,1.0,8955,8955,1.0,773
16,7,2022,10,10,1.0,8225,8225,1.0,760
17,7,2022,10,10,1.0,7575,7575,1.0,765
18,7,2022,10,10,1.0,7005,7005,1.0,777
19,7,2022,10,10,1.0,7360,7360,1.0,622
20,7,2022,10,10,1.0,7810,7810,1.0,836
21,7,2022,10,10,1.0,9065,9065,1.0,813
22,7,2022,10,10,1.0,7262,7262,1.0,689
23,7,2022,10,10,1.0,8200,8200,1.0,875
24,7,2022,10,10,1.0,9030,9030,1.0,667
25,7,2022,10,10,1.0,7715,7715,1.0,791
26,7,2022,10,10,1.0,6915,6915,1.0,879
27,7,2022,10,10,1.0,7567,7567,1.0,606
28,7,2022,10,10,1.0,7695,7695,1.0,859
29,7,2022,10,10,1.0,8430,8430,1.0,753
30,7,2022,10,10,1.0,6785,6785,1.0,799
31,7,2022,10,10,1.0,6180,6180,1.0,704
1,8,2022,11,11,1.0,7185,7185,1.0,764
2,8,2022,11,11,1.0,6870,6870,1.0,784
3,8,2022,11,11,1.0,7060,7060,1.0,862
4,8,2022,11,11,1.0,8667,8667,1.0,727
5,8,2022,11,11,1.0,11125,11125,1.0,755
6,8,2022,11,11,1.0,8865,8865,1.0,535
7,8,2022,11,11,1.0,10230,10230,1.0,809
8,8,2022,11,11,1.0,9802,9802,1.0,515
9,8,2022,11,11,1.0,8117,8117,1.0,693
10,8,2022,11,11,1.0,9805,9805,1.0,589
11,8,2022,11,11,1.0,9945,9945,1.0,751
12,8,2022,11,11,1.0,11065,11065,1.0,425
13,8,2022,11,11,1.0,10500,10500,1.0,821
14,8,2022,11,11,1.0,8565,8565,1.0,751
15,8,2022,11,11,1.0,7635,7635,1.0,519
16,8,2022,11,11,1.0,8167,8167,1.0,765
17,8,2022,11,11,1.0,8997,8997,1.0,634
18,8,2022,11,11,1.0,7980,7980,1.0,708
19,8,2022,11,11,1.0,9245,9245,1.0,786
20,8,2022,11,11,1.0,11630,11630,1.0,794
21,8,2022,11,11,1.0,8045,8045,1.0,790
22,8,2022,11,11,1.0,9340,9340,1.0,784
23,8,2022,11,11,1.0,9405,9405,1.0,631
24,8,2022,11,11,1.0,7485,7485,1.0,843
25,8,2022,11,11,1.0,9700,9700,1.0,719
26,8,2022,11,11,1.0,7645,7645,1.0,855
27,8,2022,11,11,1.0,9305,9305,1.0,577
28,8,2022,11,11,1.0,8370,8370,1.0,736
29,8,2022,11,11,1.0,9400,9400,1.0,707
30,8,2022,11,11,1.0,8810,8810,1.0,581
31,8,2022,11,11,1.0,11710,11710,1.0,798
1,9,2022,12,12,1.0,9855,9855,1.0,672
2,9,2022,12,12,1.0,10482,10482,1.0,761
3,9,2022,12,12,1.0,11485,11485,1.0,492
4,9,2022,12,12,1.0,10015,10015,1.0,862
5,9,2022,12,12,1.0,8490,8490,1.0,800
6,9,2022,12,12,1.0,11662,11662,1.0,524
7,9,2022,12,12,1.0,8905,8905,1.0,627
8,9,2022,12,12,1.0,9015,9015,1.0,442
9,9,2022,12,12,1.0,11405,11405,1.0,705
10,9,2022,12,12,1.0,9775,9775,1.0,739
11,9,2022,12,12,1.0,7902,7902,1.0,574
12,9,2022,12,12,1.0,9840,9840,1.0,840
13,9,2022,12,12,1.0,7885,7885,1.0,585
14,9,2022,12,12,1.0,11580,11580,1.0,593
15,9,2022,12,12,1.0,11550,11550,1.0,701
16,9,2022,12,12,1.0,6855,6855,1.0,674
17,9,2022,12,12,1.0,6815,6815,1.0,609
18,9,2022,12,12,1.0,9905,9905,1.0,586
19,9,2022,12,12,1.0,9010,9010,1.0,577
20,9,2022,12,12,1.0,7507,7507,1.0,645
21,9,2022,12,12,1.0,10785,10785,1.0,738
22,9,2022,12,12,1.0,10040,10040,1.0,535
23,9,2022,12,12,1.0,10740,10740,1.0,686
24,9,2022,12,12,1.0,10005,10005,1.0,700
25,9,2022,12,12,1.0,9015,9015,1.0,672
26,9,2022,12,12,1.0,9820,9820,1.0,702
27,9,2022,12,12,1.0,11385,11385,1.0,824
28,9,2022,12,12,1.0,8545,8545,1.0,632
29,9,2022,12,12,1.0,7970,7970,1.0,766
30,9,2022,12,12,1.0,9295,9295,1.0,566
1,10,2022,13,13,1.0,9465,9465,1.0,539
2,10,2022,13,13,1.0,11507,11507,1.0,467
3,10,2022,13,13,1.0,10235,10235,1.0,550
4,10,2022,13,13,1.0,10235,10235,1.0,366
5,10,2022,13,13,1.0,8875,8875,1.0,565
6,10,2022,13,13,1.0,11250,11250,1.0,574
7,10,2022,13,13,1.0,9820,9820,1.0,702
8,10,2022,13,13,1.0,10977,10977,1.0,435
9,10,2022,13,13,1.0,9395,9395,1.0,559
10,10,2022,13,13,1.0,10170,10170,1.0,497
11,10,2022,13,13,1.0,11940,11940,1.0,588
12,10,2022,13,13,1.0,9740,9740,1.0,629
13,10,2022,13,13,1.0,10605,10605,1.0,420
14,10,2022,13,13,1.0,8425,8425,1.0,459
15,10,2022,13,13,1.0,9615,9615,1.0,520
16,10,2022,13,13,1.0,10405,10405,1.0,474
17,10,2022,13,13,1.0,8910,8910,1.0,514
18,10,2022,13,13,1.0,9825,9825,1.0,508
19,10,2022,13,13,1.0,11875,11875,1.0,575
20,10,2022,13,13,1.0,12225,12225,1.0,462
21,10,2022,13,13,1.0,11045,11045,1.0,612
22,10,2022,13,13,1.0,10710,10710,1.0,655
23,10,2022,13,13,1.0,11145,11145,1.0,610
24,10,2022,13,13,1.0,10200,10200,1.0,504
25,10,2022,13,13,1.0,12495,12495,1.0,320
26,10,2022,13,13,1.0,12380,12380,1.0,463
27,10,2022,13,13,1.0,11277,11277,1.0,571
28,10,2022,13,13,1.0,9650,9650,1.0,608
29,10,2022,13,13,1.0,10575,10575,1.0,727
30,10,2022,13,13,1.0,10150,10150,1.0,564
31,10,2022,13,13,1.0,11410,11410,1.0,523
1,11,2022,14,14,1.0,10550,10550,1.0,516
2,11,2022,14,14,1.0,12800,12800,1.0,457
3,11,2022,14,14,1.0,11080,11080,1.0,545
4,11,2022,14,14,1.0,12590,12590,1.0,699
5,11,2022,14,14,1.0,11890,11890,1.0,507
6,11,2022,14,14,1.0,11335,11335,1.0,213
7,11,2022,14,14,1.0,11665,11665,1.0,537
8,11,2022,14,14,1.0,13095,13095,1.0,461
9,11,2022,14,14,1.0,11090,11090,1.0,464
10,11,2022,14,14,1.0,10105,10105,1.0,596
11,11,2022,14,14,1.0,11910,11910,1.0,266
12,11,2022,14,14,1.0,10455,10455,1.0,427
13,11,2022,14,14,1.0,13100,13100,1.0,462
14,11,2022,14,14,1.0,10697,10697,1.0,387
15,11,2022,14,14,1.0,8295,8295,1.0,587
16,11,2022,14,14,1.0,9999,9999,1.0,579
17,11,2022,14,14,1.0,12150,12150,1.0,507
18,11,2022,14,14,1.0,9730,9730,1.0,478
19,11,2022,14,14,1.0,10172,10172,1.0,329
20,11,2022,14,14,1.0,10217,10217,1.0,381
21,11,2022,14,14,1.0,9945,9945,1.0,449
22,11,2022,14,14,1.0,9810,9810,1.0,516
23,11,2022,14,14,1.0,12540,12540,1.0,364
24,11,2022,14,14,1.0,11855,11855,1.0,671
25,11,2022,14,14,1.0,11260,11260,1.0,565
26,11,2022,14,14,1.0,10415,10415,1.0,668
27,11,2022,14,14,1.0,11465,11465,1.0,539
28,11,2022,14,14,1.0,11087,11087,1.0,413
29,11,2022,14,14,1.0,12600,12600,1.0,381
30,11,2022,14,14,1.0,8785,8785,1.0,408
1,12,2022,15,15,1.0,10770,10770,1.0,442
2,12,2022,15,15,1.0,13285,13285,1.0,395
3,12,2022,15,15,1.0,13125,13125,1.0,316
4,12,2022,15,15,1.0,10750,10750,1.0,323
5,12,2022,15,15,1.0,10770,10770,1.0,317
6,12,2022,15,15,1.0,11050,11050,1.0,529
7,12,2022,15,15,1.0,12295,12295,1.0,325
8,12,2022,15,15,1.0,11630,11630,1.0,403
9,12,2022,15,15,1.0,13915,13915,1.0,346
10,12,2022,15,15,1.0,10420,10420,1.0,453
11,12,2022,15,15,1.0,9792,9792,1.0,144
12,12,2022,15,15,1.0,11540,11540,1.0,467
13,12,2022,15,15,1.0,12915,12915,1.0,259
14,12,2022,15,15,1.0,10430,10430,1.0,187
15,12,2022,15,15,1.0,16640,16640,1.0,495
16,12,2022,15,15,1.0,12850,12850,1.0,521
17,12,2022,15,15,1.0,12500,12500,1.0,571
18,12,2022,15,15,1.0,10485,10485,1.0,353
19,12,2022,15,15,1.0,12535,12535,1.0,404
20,12,2022,15,15,1.0,10450,10450,1.0,289
21,12,2022,15,15,1.0,12605,12605,1.0,302
22,12,2022,15,15,1.0,12240,12240,1.0,637
23,12,2022,15,15,1.0,14940,14940,1.0,551
24,12,2022,15,15,1.0,11375,11375,1.0,363
25,12,2022,15,15,1.0,11890,11890,1.0,338
26,12,2022,15,15,1.0,12335,12335,1.0,349
27,12,2022,15,15,1.0,12255,12255,1.0,492
28,12,2022,15,15,1.0,12100,12100,1.0,570
29,12,2022,15,15,1.0,11420,11420,1.0,340
30,12,2022,15,15,1.0,11930,11930,1.0,299
31,12,2022,15,15,1.0,10725,10725,1.0,402
1,1,2023,16,16,1.0,12090,12090,1.0,290
2,1,2023,16,16,1.0,12710,12710,1.0,553
3,1,2023,16,16,1.0,12805,12805,1.0,408
4,1,2023,16,16,1.0,14705,14705,1.0,559
5,1,2023,16,16,1.0,13310,13310,1.0,261
6,1,2023,16,16,1.0,12507,12507,1.0,384
7,1,2023,16,16,1.0,11490,11490,1.0,500
8,1,2023,16,16,1.0,13325,13325,1.0,427
9,1,2023,16,16,1.0,12165,12165,1.0,391
10,1,2023,16,16,1.0,12845,12845,1.0,272
11,1,2023,16,16,1.0,13520,13520,1.0,520
12,1,2023,16,16,1.0,14310,14310,1.0,420
13,1,2023,16,16,1.0,14450,14450,1.0,548
14,1,2023,16,16,1.0,13220,13220,1.0,351
15,1,2023,16,16,1.0,13342,13342,1.0,358
16,1,2023,16,16,1.0,12955,12955,1.0,359
17,1,2023,16,16,1.0,13737,13737,1.0,390
18,1,2023,16,16,1.0,12135,12135,1.0,578
19,1,2023,16,16,1.0,12370,12370,1.0,342
20,1,2023,16,16,1.0,12720,12720,1.0,294
21,1,2023,16,16,1.0,14232,14232,1.0,114
22,1,2023,16,16,1.0,13022,13022,1.0,447
23,1,2023,16,16,1.0,11497,11497,1.0,472
24,1,2023,16,16,1.0,12777,12777,1.0,175
25,1,2023,16,16,1.0,12400,12400,1.0,120
26,1,2023,16,16,1.0,14517,14517,1.0,533
27,1,2023,16,16,1.0,11670,11670,1.0,467
28,1,2023,16,16,1.0,13815,13815,1.0,380
29,1,2023,16,16,1.0,14820,14820,1.0,410
30,1,2023,16,16,1.0,10895,10895,1.0,487
31,1,2023,16,16,1.0,13555,13555,1.0,261
1,2,2023,17,17,1.0,11890,11890,1.0,308
2,2,2023,17,17,1.0,12530,12530,1.0,415
3,2,2023,17,17,1.0,14155,14155,1.0,357
4,2,2023,17,17,1.0,15085,15085,1.0,256
5,2,2023,17,17,1.0,14395,14395,1.0,262
6,2,2023,17,17,1.0,12785,12785,1.0,288
7,2,2023,17,17,1.0,13070,13070,1.0,288
8,2,2023,17,17,1.0,12222,12222,1.0,580
9,2,2023,17,17,1.0,14110,14110,1.0,536
10,2,2023,17,17,1.0,14165,14165,1.0,351
11,2,2023,17,17,1.0,13922,13922,1.0,213
12,2,2023,17,17,1.0,14520,14520,1.0,297
13,2,2023,17,17,1.0,14005,14005,1.0,246
14,2,2023,17,17,1.0,12920,12920,1.0,441
15,2,2023,17,17,1.0,13825,13825,1.0,241
16,2,2023,17,17,1.0,15225,15225,1.0,240
17,2,2023,17,17,1.0,17070,17070,1.0,440
18,2,2023,17,17,1.0,12215,12215,1.0,144
19,2,2023,17,17,1.0,16107,16107,1.0,115
20,2,2023,17,17,1.0,13160,13160,1.0,420
21,2,2023,17,17,1.0,12575,12575,1.0,302
22,2,2023,17,17,1.0,14230,14230,1.0,406
23,2,2023,17,17,1.0,11905,11905,1.0,164
24,2,2023,17,17,1.0,14755,14755,1.0,409
25,2,2023,17,17,1.0,10970,10970,1.0,409
26,2,2023,17,17,1.0,14080,14080,1.0,232
27,2,2023,17,17,1.0,14590,14590,1.0,268
28,2,2023,17,17,1.0,14460,14460,1.0,248
1,3,2023,18,18,1.0,12117,12117,1.0,98
2,3,2023,18,18,1.0,16257,16257,1.0,155
3,3,2023,18,18,1.0,15095,15095,1.0,114
4,3,2023,18,18,1.0,13497,13497,1.0,391
5,3,2023,18,18,1.0,15085,15085,1.0,379
6,3,2023,18,18,1.0,13857,13857,1.0,105
7,3,2023,18,18,1.0,15702,15702,1.0,139
8,3,2023,18,18,1.0,14455,14455,1.0,135
9,3,2023,18,18,1.0,14385,14385,1.0,220
10,3,2023,18,18,1.0,14615,14615,1.0,433
11,3,2023,18,18,1.0,17874,17874,1.0,140
12,3,2023,18,18,1.0,16690,16690,1.0,169
13,3,2023,18,18,1.0,14897,14897,1.0,142
14,3,2023,18,18,1.0,14160,14160,1.0,259
15,3,2023,18,18,1.0,14470,14470,1.0,175
16,3,2023,18,18,1.0,13155,13155,1.0,240
17,3,2023,18,18,1.0,13135,13135,1.0,286
18,3,2023,18,18,1.0,15470,15470,1.0,222
19,3,2023,18,18,1.0,17145,17145,1.0,40
20,3,2023,17,18,0.9444444444444444,14690,15240,0.9639107611548556,33
21,3,2023,18,18,1.0,16625,16625,1.0,170
22,3,2023,18,18,1.0,12600,12600,1.0,179
23,3,2023,18,18,1.0,14255,14255,1.0,60
24,3,2023,18,18,1.0,16172,16172,1.0,137
25,3,2023,18,18,1.0,16610,16610,1.0,234
26,3,2023,18,18,1.0,13840,13840,1.0,307
27,3,2023,18,18,1.0,15060,15060,1.0,388
28,3,2023,18,18,1.0,15205,15205,1.0,421
29,3,2023,18,18,1.0,13240,13240,1.0,284
30,3,2023,18,18,1.0,15192,15192,1.0,168
31,3,2023,18,18,1.0,12677,12677,1.0,90
1,4,2023,19,19,1.0,16460,16460,1.0,249
2,4,2023,18,19,0.9473684210526315,13602,13817,0.9844394586379098,39
3,4,2023,19,19,1.0,17254,17254,1.0,198
4,4,2023,19,19,1.0,16265,16265,1.0,259
5,4,2023,19,19,1.0,13515,13515,1.0,215
6,4,2023,17,19,0.8947368421052632,14870,16605,0.8955133995784402,38
7,4,2023,19,19,1.0,17630,17630,1.0,439
8,4,2023,19,19,1.0,16765,16765,1.0,162
9,4,2023,19,19,1.0,15997,15997,1.0,209
10,4,2023,19,19,1.0,17075,17075,1.0,335
11,4,2023,19,19,1.0,14420,14420,1.0,119
12,4,2023,19,19,1.0,13000,13000,1.0,258
13,4,2023,16,19,0.8421052631578947,12070,14695,0.821367812181014,39
14,4,2023,19,19,1.0,17570,17570,1.0,335
15,4,2023,19,19,1.0,18255,18255,1.0,195
16,4,2023,19,19,1.0,16442,16442,1.0,210
17,4,2023,19,19,1.0,15455,15455,1.0,119
18,4,2023,19,19,1.0,15760,15760,1.0,90
19,4,2023,19,19,1.0,15482,15482,1.0,49
20,4,2023,19,19,1.0,15675,15675,1.0,184
21,4,2023,19,19,1.0,14345,14345,1.0,382
22,4,2023,19,19,1.0,13235,13235,1.0,315
23,4,2023,19,19,1.0,15345,15345,1.0,178
24,4,2023,19,19,1.0,15954,15954,1.0,118
25,4,2023,19,19,1.0,15715,15715,1.0,258
26,4,2023,19,19,1.0,15160,15160,1.0,101
27,4,2023,17,19,0.8947368421052632,15195,16175,0.9394126738794436,18
28,4,2023,19,19,1.0,16575,16575,1.0,166
29,4,2023,18,19,0.9473684210526315,13580,14010,0.9693076374018558,20
30,4,2023,19,19,1.0,17237,17237,1.0,277
1,5,2023,20,20,1.0,14565,14565,1.0,183
2,5,2023,20,20,1.0,18085,18085,1.0,136
3,5,2023,18,20,0.9,13865,15310,0.9056172436316133,38
4,5,2023,18,20,0.9,15430,17165,0.8989222254587824,0
5,5,2023,19,20,0.95,15972,17232,0.9268802228412256,16
6,5,2023,19,20,0.95,14705,15890,0.9254247954688484,39
7,5,2023,16,20,0.8,13810,16835,0.8203148203148203,39
8,5,2023,20,20,1.0,16350,16350,1.0,171
9,5,2023,19,20,0.95,13867,14842,0.934308044737906,38
10,5,2023,20,20,1.0,15460,15460,1.0,89
11,5,2023,19,20,0.95,16980,17432,0.974070674621386,17
12,5,2023,20,20,1.0,16007,16007,1.0,61
13,5,2023,20,20,1.0,17180,17180,1.0,79
14,5,2023,18,20,0.9,12195,13475,0.9050092764378479,38
15,5,2023,20,20,1.0,14875,14875,1.0,140
16,5,2023,20,20,1.0,15650,15650,1.0,95
17,5,2023,20,20,1.0,14887,14887,1.0,66
18,5,2023,20,20,1.0,19400,19400,1.0,82
19,5,2023,20,20,1.0,16412,16412,1.0,61
20,5,2023,20,20,1.0,16562,16562,1.0,56
