Day,Month,Year,Deliveries Fulfilled,Deliveries Available,Delivery Completion Ratio,Deliveries Value,Available Value,Monetary Value Ratio,Moves Remaining
19,3,2022,6,6,1.0,5245,5245,1.0,998
20,3,2022,6,6,1.0,5330,5330,1.0,1110
21,3,2022,6,6,1.0,5120,5120,1.0,973
22,3,2022,6,6,1.0,5305,5305,1.0,1128
23,3,2022,6,6,1.0,5265,5265,1.0,1108
24,3,2022,6,6,1.0,4597,4597,1.0,1086
25,3,2022,6,6,1.0,3470,3470,1.0,1018
26,3,2022,6,6,1.0,4745,4745,1.0,1202
27,3,2022,6,6,1.0,4595,4595,1.0,1048
28,3,2022,6,6,1.0,4795,4795,1.0,1069
29,3,2022,6,6,1.0,4825,4825,1.0,1050
30,3,2022,6,6,1.0,4750,4750,1.0,1082
31,3,2022,6,6,1.0,5075,5075,1.0,1088
1,4,2022,7,7,1.0,6090,6090,1.0,993
2,4,2022,7,7,1.0,5940,5940,1.0,1157
3,4,2022,7,7,1.0,5875,5875,1.0,1084
4,4,2022,7,7,1.0,4545,4545,1.0,1175
5,4,2022,7,7,1.0,7450,7450,1.0,1007
6,4,2022,7,7,1.0,6827,6827,1.0,1002
7,4,2022,7,7,1.0,4457,4457,1.0,1018
8,4,2022,7,7,1.0,5572,5572,1.0,947
9,4,2022,7,7,1.0,6705,6705,1.0,1141
10,4,2022,7,7,1.0,5225,5225,1.0,1163
11,4,2022,7,7,1.0,4470,4470,1.0,1142
12,4,2022,7,7,1.0,6275,6275,1.0,1048
13,4,2022,7,7,1.0,5360,5360,1.0,1165
14,4,2022,7,7,1.0,5560,5560,1.0,1059
15,4,2022,7,7,1.0,6780,6780,1.0,966
16,4,2022,7,7,1.0,4522,4522,1.0,1076
17,4,2022,7,7,1.0,6450,6450,1.0,1100
18,4,2022,7,7,1.0,3925,3925,1.0,1018
19,4,2022,7,7,1.0,4465,4465,1.0,1057
20,4,2022,7,7,1.0,4425,4425,1.0,1071
21,4,2022,7,7,1.0,5777,5777,1.0,968
22,4,2022,7,7,1.0,4775,4775,1.0,916
23,4,2022,7,7,1.0,6265,6265,1.0,937
24,4,2022,7,7,1.0,4875,4875,1.0,1046
25,4,2022,7,7,1.0,5575,5575,1.0,959
26,4,2022,7,7,1.0,4455,4455,1.0,1010
27,4,2022,7,7,1.0,5920,5920,1.0,1128
28,4,2022,7,7,1.0,5487,5487,1.0,1110
29,4,2022,7,7,1.0,6040,6040,1.0,925
30,4,2022,7,7,1.0,7600,7600,1.0,1146
1,5,2022,8,8,1.0,5675,5675,1.0,860
2,5,2022,8,8,1.0,5445,5445,1.0,1079
3,5,2022,8,8,1.0,6990,6990,1.0,965
4,5,2022,8,8,1.0,5212,5212,1.0,1060
5,5,2022,8,8,1.0,5770,5770,1.0,985
6,5,2022,8,8,1.0,8295,8295,1.0,929
7,5,2022,8,8,1.0,7205,7205,1.0,952
8,5,2022,8,8,1.0,5970,5970,1.0,938
9,5,2022,8,8,1.0,7460,7460,1.0,920
10,5,2022,8,8,1.0,6920,6920,1.0,946
11,5,2022,8,8,1.0,7375,7375,1.0,974
12,5,2022,8,8,1.0,6955,6955,1.0,956
13,5,2022,8,8,1.0,6535,6535,1.0,937
14,5,2022,8,8,1.0,7955,7955,1.0,1027
15,5,2022,8,8,1.0,6890,6890,1.0,939
16,5,2022,8,8,1.0,7025,7025,1.0,1033
17,5,2022,8,8,1.0,5120,5120,1.0,886
18,5,2022,8,8,1.0,5345,5345,1.0,1045
19,5,2022,8,8,1.0,6625,6625,1.0,968
20,5,2022,8,8,1.0,5510,5510,1.0,989
21,5,2022,8,8,1.0,5495,5495,1.0,1013
22,5,2022,8,8,1.0,7780,7780,1.0,867
23,5,2022,8,8,1.0,5280,5280,1.0,1006
24,5,2022,8,8,1.0,7460,7460,1.0,919
25,5,2022,8,8,1.0,6620,6620,1.0,1011
26,5,2022,8,8,1.0,6015,6015,1.0,1016
27,5,2022,8,8,1.0,6570,6570,1.0,990
28,5,2022,8,8,1.0,6285,6285,1.0,1113
29,5,2022,8,8,1.0,6557,6557,1.0,1064
30,5,2022,8,8,1.0,5955,5955,1.0,933
31,5,2022,8,8,1.0,6785,6785,1.0,942
1,6,2022,9,9,1.0,6000,6000,1.0,923
2,6,2022,9,9,1.0,7450,7450,1.0,932
3,6,2022,9,9,1.0,8305,8305,1.0,896
4,6,2022,9,9,1.0,7055,7055,1.0,773
5,6,2022,9,9,1.0,7160,7160,1.0,738
6,6,2022,9,9,1.0,6740,6740,1.0,993
7,6,2022,9,9,1.0,6780,6780,1.0,999
8,6,2022,9,9,1.0,5715,5715,1.0,994
9,6,2022,9,9,1.0,7580,7580,1.0,917
10,6,2022,9,9,1.0,8775,8775,1.0,917
11,6,2022,9,9,1.0,8180,8180,1.0,882
12,6,2022,9,9,1.0,7690,7690,1.0,760
13,6,2022,9,9,1.0,7925,7925,1.0,921
14,6,2022,9,9,1.0,6245,6245,1.0,1017
15,6,2022,9,9,1.0,7720,7720,1.0,947
16,6,2022,9,9,1.0,7725,7725,1.0,1013
17,6,2022,9,9,1.0,7340,7340,1.0,827
18,6,2022,9,9,1.0,7945,7945,1.0,928
19,6,2022,9,9,1.0,6590,6590,1.0,881
20,6,2022,9,9,1.0,7402,7402,1.0,934
21,6,2022,9,9,1.0,5315,5315,1.0,904
22,6,2022,9,9,1.0,7715,7715,1.0,1073
23,6,2022,9,9,1.0,8400,8400,1.0,910
24,6,2022,9,9,1.0,7475,7475,1.0,956
25,6,2022,9,9,1.0,9375,9375,1.0,983
26,6,2022,9,9,1.0,6140,6140,1.0,926
27,6,2022,9,9,1.0,8655,8655,1.0,732
28,6,2022,9,9,1.0,7197,7197,1.0,788
29,6,2022,9,9,1.0,7120,7120,1.0,905
30,6,2022,9,9,1.0,6395,6395,1.0,1000
1,7,2022,10,10,1.0,8357,8357,1.0,877
2,7,2022,10,10,1.0,6890,6890,1.0,864
3,7,2022,10,10,1.0,8320,8320,1.0,712
4,7,2022,10,10,1.0,7960,7960,1.0,792
5,7,2022,10,10,1.0,7605,7605,1.0,759
6,7,2022,10,10,1.0,7030,7030,1.0,811
7,7,2022,10,10,1.0,9310,9310,1.0,746
8,7,2022,10,10,1.0,6960,6960,1.0,894
9,7,2022,10,10,1.0,8410,8410,1.0,941
10,7,2022,10,10,1.0,8710,8710,1.0,912
11,7,2022,10,10,1.0,6827,6827,1.0,938
12,7,2022,10,10,1.0,7675,7675,1.0,871
13,7,2022,10,10,1.0,8440,8440,1.0,914
14,7,2022,10,10,1.0,8710,8710,1.0,924
15,7,2022,10,10,1.0,8955,8955,1.0,859
16,7,2022,10,10,1.0,8225,8225,1.0,801
17,7,2022,10,10,1.0,7575,7575,1.0,836
18,7,2022,10,10,1.0,7005,7005,1.0,879
19,7,2022,10,10,1.0,7360,7360,1.0,750
20,7,2022,10,10,1.0,7810,7810,1.0,876
21,7,2022,10,10,1.0,9065,9065,1.0,804
22,7,2022,10,10,1.0,7262,7262,1.0,748
23,7,2022,10,10,1.0,8200,8200,1.0,901
24,7,2022,10,10,1.0,9030,9030,1.0,727
25,7,2022,10,10,1.0,7715,7715,1.0,831
26,7,2022,10,10,1.0,6915,6915,1.0,945
27,7,2022,10,10,1.0,7567,7567,1.0,737
28,7,2022,10,10,1.0,7695,7695,1.0,937
29,7,2022,10,10,1.0,8430,8430,1.0,850
30,7,2022,10,10,1.0,6785,6785,1.0,888
31,7,2022,10,10,1.0,6180,6180,1.0,760
1,8,2022,11,11,1.0,7185,7185,1.0,931
2,8,2022,11,11,1.0,6870,6870,1.0,856
3,8,2022,11,11,1.0,7060,7060,1.0,932
4,8,2022,11,11,1.0,8667,8667,1.0,817
5,8,2022,11,11,1.0,11125,11125,1.0,818
6,8,2022,11,11,1.0,8865,8865,1.0,652
7,8,2022,11,11,1.0,10230,10230,1.0,816
8,8,2022,11,11,1.0,9802,9802,1.0,625
9,8,2022,11,11,1.0,8117,8117,1.0,779
10,8,2022,11,11,1.0,9805,9805,1.0,712
11,8,2022,11,11,1.0,9945,9945,1.0,826
12,8,2022,11,11,1.0,11065,11065,1.0,545
13,8,2022,11,11,1.0,10500,10500,1.0,849
14,8,2022,11,11,1.0,8565,8565,1.0,790
15,8,2022,11,11,1.0,7635,7635,1.0,602
16,8,2022,11,11,1.0,8167,8167,1.0,863
17,8,2022,11,11,1.0,8997,8997,1.0,796
18,8,2022,11,11,1.0,7980,7980,1.0,784
19,8,2022,11,11,1.0,9245,9245,1.0,876
20,8,2022,11,11,1.0,11630,11630,1.0,830
21,8,2022,11,11,1.0,8045,8045,1.0,799
22,8,2022,11,11,1.0,9340,9340,1.0,880
23,8,2022,11,11,1.0,9405,9405,1.0,727
24,8,2022,11,11,1.0,7485,7485,1.0,899
25,8,2022,11,11,1.0,9700,9700,1.0,772
26,8,2022,11,11,1.0,7645,7645,1.0,907
27,8,2022,11,11,1.0,9305,9305,1.0,684
28,8,2022,11,11,1.0,8370,8370,1.0,797
29,8,2022,11,11,1.0,9400,9400,1.0,807
30,8,2022,11,11,1.0,8810,8810,1.0,718
31,8,2022,11,11,1.0,11710,11710,1.0,870
1,9,2022,12,12,1.0,9855,9855,1.0,699
2,9,2022,12,12,1.0,10482,10482,1.0,820
3,9,2022,12,12,1.0,11485,11485,1.0,589
4,9,2022,12,12,1.0,10015,10015,1.0,896
5,9,2022,12,12,1.0,8490,8490,1.0,867
6,9,2022,12,12,1.0,11662,11662,1.0,656
7,9,2022,12,12,1.0,8905,8905,1.0,756
8,9,2022,12,12,1.0,9015,9015,1.0,521
9,9,2022,12,12,1.0,11405,11405,1.0,746
10,9,2022,12,12,1.0,9775,9775,1.0,763
11,9,2022,12,12,1.0,7902,7902,1.0,670
12,9,2022,12,12,1.0,9840,9840,1.0,855
13,9,2022,12,12,1.0,7885,7885,1.0,668
14,9,2022,12,12,1.0,11580,11580,1.0,674
15,9,2022,12,12,1.0,11550,11550,1.0,755
16,9,2022,12,12,1.0,6855,6855,1.0,765
17,9,2022,12,12,1.0,6815,6815,1.0,670
18,9,2022,12,12,1.0,9905,9905,1.0,654
19,9,2022,12,12,1.0,9010,9010,1.0,684
20,9,2022,12,12,1.0,7507,7507,1.0,744
21,9,2022,12,12,1.0,10785,10785,1.0,791
22,9,2022,12,12,1.0,10040,10040,1.0,608
23,9,2022,12,12,1.0,10740,10740,1.0,721
24,9,2022,12,12,1.0,10005,10005,1.0,767
25,9,2022,12,12,1.0,9015,9015,1.0,793
26,9,2022,12,12,1.0,9820,9820,1.0,790
27,9,2022,12,12,1.0,11385,11385,1.0,863
28,9,2022,12,12,1.0,8545,8545,1.0,698
29,9,2022,12,12,1.0,7970,7970,1.0,809
30,9,2022,12,12,1.0,9295,9295,1.0,646
1,10,2022,13,13,1.0,9465,9465,1.0,703
2,10,2022,13,13,1.0,11507,11507,1.0,615
3,10,2022,13,13,1.0,10235,10235,1.0,704
4,10,2022,13,13,1.0,10235,10235,1.0,506
5,10,2022,13,13,1.0,8875,8875,1.0,667
6,10,2022,13,13,1.0,11250,11250,1.0,687
7,10,2022,13,13,1.0,9820,9820,1.0,784
8,10,2022,13,13,1.0,10977,10977,1.0,525
9,10,2022,13,13,1.0,9395,9395,1.0,702
10,10,2022,13,13,1.0,10170,10170,1.0,619
11,10,2022,13,13,1.0,11940,11940,1.0,684
12,10,2022,13,13,1.0,9740,9740,1.0,641
13,10,2022,13,13,1.0,10605,10605,1.0,515
14,10,2022,13,13,1.0,8425,8425,1.0,661
15,10,2022,13,13,1.0,9615,9615,1.0,639
16,10,2022,13,13,1.0,10405,10405,1.0,583
17,10,2022,13,13,1.0,8910,8910,1.0,541
18,10,2022,13,13,1.0,9825,9825,1.0,637
19,10,2022,13,13,1.0,11875,11875,1.0,683
20,10,2022,13,13,1.0,12225,12225,1.0,630
21,10,2022,13,13,1.0,11045,11045,1.0,705
22,10,2022,13,13,1.0,10710,10710,1.0,762
23,10,2022,13,13,1.0,11145,11145,1.0,730
24,10,2022,13,13,1.0,10200,10200,1.0,651
25,10,2022,13,13,1.0,12495,12495,1.0,483
26,10,2022,13,13,1.0,12380,12380,1.0,616
27,10,2022,13,13,1.0,11277,11277,1.0,644
28,10,2022,13,13,1.0,9650,9650,1.0,689
29,10,2022,13,13,1.0,10575,10575,1.0,764
30,10,2022,13,13,1.0,10150,10150,1.0,617
31,10,2022,13,13,1.0,11410,11410,1.0,691
1,11,2022,14,14,1.0,10550,10550,1.0,585
2,11,2022,14,14,1.0,12800,12800,1.0,577
3,11,2022,14,14,1.0,11080,11080,1.0,617
4,11,2022,14,14,1.0,12590,12590,1.0,732
5,11,2022,14,14,1.0,11890,11890,1.0,664
6,11,2022,14,14,1.0,11335,11335,1.0,461
7,11,2022,14,14,1.0,11665,11665,1.0,612
8,11,2022,14,14,1.0,13095,13095,1.0,616
9,11,2022,14,14,1.0,11090,11090,1.0,550
10,11,2022,14,14,1.0,10105,10105,1.0,671
11,11,2022,14,14,1.0,11910,11910,1.0,450
12,11,2022,14,14,1.0,10455,10455,1.0,519
13,11,2022,14,14,1.0,13100,13100,1.0,573
14,11,2022,14,14,1.0,10697,10697,1.0,513
15,11,2022,14,14,1.0,8295,8295,1.0,636
16,11,2022,14,14,1.0,9999,9999,1.0,645
17,11,2022,14,14,1.0,12150,12150,1.0,586
18,11,2022,14,14,1.0,9730,9730,1.0,483
19,11,2022,14,14,1.0,10172,10172,1.0,461
20,11,2022,14,14,1.0,10217,10217,1.0,481
21,11,2022,14,14,1.0,9945,9945,1.0,586
22,11,2022,14,14,1.0,9810,9810,1.0,613
23,11,2022,14,14,1.0,12540,12540,1.0,492
24,11,2022,14,14,1.0,11855,11855,1.0,688
25,11,2022,14,14,1.0,11260,11260,1.0,572
26,11,2022,14,14,1.0,10415,10415,1.0,727
27,11,2022,14,14,1.0,11465,11465,1.0,668
28,11,2022,14,14,1.0,11087,11087,1.0,569
29,11,2022,14,14,1.0,12600,12600,1.0,484
30,11,2022,14,14,1.0,8785,8785,1.0,537
1,12,2022,15,15,1.0,10770,10770,1.0,575
2,12,2022,15,15,1.0,13285,13285,1.0,477
3,12,2022,15,15,1.0,13125,13125,1.0,426
4,12,2022,15,15,1.0,10750,10750,1.0,469
5,12,2022,15,15,1.0,10770,10770,1.0,409
6,12,2022,15,15,1.0,11050,11050,1.0,605
7,12,2022,15,15,1.0,12295,12295,1.0,449
8,12,2022,15,15,1.0,11630,11630,1.0,540
9,12,2022,15,15,1.0,13915,13915,1.0,492
10,12,2022,15,15,1.0,10420,10420,1.0,570
11,12,2022,15,15,1.0,9792,9792,1.0,265
12,12,2022,15,15,1.0,11540,11540,1.0,575
13,12,2022,15,15,1.0,12915,12915,1.0,414
14,12,2022,15,15,1.0,10430,10430,1.0,356
15,12,2022,15,15,1.0,16640,16640,1.0,616
16,12,2022,15,15,1.0,12850,12850,1.0,617
17,12,2022,15,15,1.0,12500,12500,1.0,628
18,12,2022,15,15,1.0,10485,10485,1.0,506
19,12,2022,15,15,1.0,12535,12535,1.0,478
20,12,2022,15,15,1.0,10450,10450,1.0,488
21,12,2022,15,15,1.0,12605,12605,1.0,517
22,12,2022,15,15,1.0,12240,12240,1.0,717
23,12,2022,15,15,1.0,14940,14940,1.0,674
24,12,2022,15,15,1.0,11375,11375,1.0,542
25,12,2022,15,15,1.0,11890,11890,1.0,487
26,12,2022,15,15,1.0,12335,12335,1.0,422
27,12,2022,15,15,1.0,12255,12255,1.0,583
28,12,2022,15,15,1.0,12100,12100,1.0,642
29,12,2022,15,15,1.0,11420,11420,1.0,440
30,12,2022,15,15,1.0,11930,11930,1.0,478
31,12,2022,15,15,1.0,10725,10725,1.0,535
1,1,2023,16,16,1.0,12090,12090,1.0,457
2,1,2023,16,16,1.0,12710,12710,1.0,625
3,1,2023,16,16,1.0,12805,12805,1.0,485
4,1,2023,16,16,1.0,14705,14705,1.0,667
5,1,2023,16,16,1.0,13310,13310,1.0,340
6,1,2023,16,16,1.0,12507,12507,1.0,521
7,1,2023,16,16,1.0,11490,11490,1.0,587
8,1,2023,16,16,1.0,13325,13325,1.0,492
9,1,2023,16,16,1.0,12165,12165,1.0,541
10,1,2023,16,16,1.0,12845,12845,1.0,404
11,1,2023,16,16,1.0,13520,13520,1.0,575
12,1,2023,16,16,1.0,14310,14310,1.0,543
13,1,2023,16,16,1.0,14450,14450,1.0,616
14,1,2023,16,16,1.0,13220,13220,1.0,384
15,1,2023,16,16,1.0,13342,13342,1.0,424
16,1,2023,16,16,1.0,12955,12955,1.0,453
17,1,2023,16,16,1.0,13737,13737,1.0,471
18,1,2023,16,16,1.0,12135,12135,1.0,610
19,1,2023,16,16,1.0,12370,12370,1.0,488
20,1,2023,16,16,1.0,12720,12720,1.0,429
21,1,2023,16,16,1.0,14232,14232,1.0,261
22,1,2023,16,16,1.0,13022,13022,1.0,580
23,1,2023,16,16,1.0,11497,11497,1.0,571
24,1,2023,16,16,1.0,12777,12777,1.0,354
25,1,2023,16,16,1.0,12400,12400,1.0,344
26,1,2023,16,16,1.0,14517,14517,1.0,595
27,1,2023,16,16,1.0,11670,11670,1.0,579
28,1,2023,16,16,1.0,13815,13815,1.0,492
29,1,2023,16,16,1.0,14820,14820,1.0,580
30,1,2023,16,16,1.0,10895,10895,1.0,628
31,1,2023,16,16,1.0,13555,13555,1.0,413
1,2,2023,17,17,1.0,11890,11890,1.0,429
2,2,2023,17,17,1.0,12530,12530,1.0,474
3,2,2023,17,17,1.0,14155,14155,1.0,520
4,2,2023,17,17,1.0,15085,15085,1.0,356
5,2,2023,17,17,1.0,14395,14395,1.0,288
6,2,2023,17,17,1.0,12785,12785,1.0,414
7,2,2023,17,17,1.0,13070,13070,1.0,490
8,2,2023,17,17,1.0,12222,12222,1.0,611
9,2,2023,17,17,1.0,14110,14110,1.0,596
10,2,2023,17,17,1.0,14165,14165,1.0,490
11,2,2023,17,17,1.0,13922,13922,1.0,302
12,2,2023,17,17,1.0,14520,14520,1.0,394
13,2,2023,17,17,1.0,14005,14005,1.0,365
14,2,2023,17,17,1.0,12920,12920,1.0,494
15,2,2023,17,17,1.0,13825,13825,1.0,446
16,2,2023,17,17,1.0,15225,15225,1.0,365
17,2,2023,17,17,1.0,17070,17070,1.0,510
18,2,2023,17,17,1.0,12215,12215,1.0,351
19,2,2023,17,17,1.0,16107,16107,1.0,201
20,2,2023,17,17,1.0,13160,13160,1.0,502
21,2,2023,17,17,1.0,12575,12575,1.0,408
22,2,2023,17,17,1.0,14230,14230,1.0,521
23,2,2023,17,17,1.0,11905,11905,1.0,381
24,2,2023,17,17,1.0,14755,14755,1.0,516
25,2,2023,17,17,1.0,10970,10970,1.0,542
26,2,2023,17,17,1.0,14080,14080,1.0,361
27,2,2023,17,17,1.0,14590,14590,1.0,413
28,2,2023,17,17,1.0,14460,14460,1.0,399
1,3,2023,18,18,1.0,12117,12117,1.0,271
2,3,2023,18,18,1.0,16257,16257,1.0,266
3,3,2023,18,18,1.0,15095,15095,1.0,263
4,3,2023,18,18,1.0,13497,13497,1.0,435
5,3,2023,18,18,1.0,15085,15085,1.0,458
6,3,2023,18,18,1.0,13857,13857,1.0,291
7,3,2023,18,18,1.0,15702,15702,1.0,379
8,3,2023,18,18,1.0,14455,14455,1.0,289
9,3,2023,18,18,1.0,14385,14385,1.0,282
10,3,2023,18,18,1.0,14615,14615,1.0,488
11,3,2023,18,18,1.0,17874,17874,1.0,322
12,3,2023,18,18,1.0,16690,16690,1.0,220
13,3,2023,18,18,1.0,14897,14897,1.0,395
14,3,2023,18,18,1.0,14160,14160,1.0,324
15,3,2023,18,18,1.0,14470,14470,1.0,301
16,3,2023,18,18,1.0,13155,13155,1.0,416
17,3,2023,18,18,1.0,13135,13135,1.0,352
18,3,2023,18,18,1.0,15470,15470,1.0,353
19,3,2023,18,18,1.0,17145,17145,1.0,151
20,3,2023,18,18,1.0,15240,15240,1.0,208
21,3,2023,18,18,1.0,16625,16625,1.0,255
22,3,2023,18,18,1.0,12600,12600,1.0,282
23,3,2023,18,18,1.0,14255,14255,1.0,307
24,3,2023,18,18,1.0,16172,16172,1.0,258
25,3,2023,18,18,1.0,16610,16610,1.0,377
26,3,2023,18,18,1.0,13840,13840,1.0,404
27,3,2023,18,18,1.0,15060,15060,1.0,459
28,3,2023,18,18,1.0,15205,15205,1.0,525
29,3,2023,18,18,1.0,13240,13240,1.0,429
30,3,2023,18,18,1.0,15192,15192,1.0,304
31,3,2023,18,18,1.0,12677,12677,1.0,235
1,4,2023,19,19,1.0,16460,16460,1.0,356
2,4,2023,19,19,1.0,13817,13817,1.0,108
3,4,2023,19,19,1.0,17254,17254,1.0,294
4,4,2023,19,19,1.0,16265,16265,1.0,303
5,4,2023,19,19,1.0,13515,13515,1.0,275
6,4,2023,17,19,0.8947368421052632,15700,16605,0.9454983438723276,15
7,4,2023,19,19,1.0,17630,17630,1.0,463
8,4,2023,19,19,1.0,16765,16765,1.0,291
9,4,2023,19,19,1.0,15997,15997,1.0,362
10,4,2023,19,19,1.0,17075,17075,1.0,439
11,4,2023,19,19,1.0,14420,14420,1.0,290
12,4,2023,19,19,1.0,13000,13000,1.0,308
13,4,2023,19,19,1.0,14695,14695,1.0,115
14,4,2023,19,19,1.0,17570,17570,1.0,389
15,4,2023,19,19,1.0,18255,18255,1.0,359
16,4,2023,19,19,1.0,16442,16442,1.0,392
17,4,2023,19,19,1.0,15455,15455,1.0,269
18,4,2023,19,19,1.0,15760,15760,1.0,224
19,4,2023,19,19,1.0,15482,15482,1.0,246
20,4,2023,19,19,1.0,15675,15675,1.0,290
21,4,2023,19,19,1.0,14345,14345,1.0,502
22,4,2023,19,19,1.0,13235,13235,1.0,426
23,4,2023,19,19,1.0,15345,15345,1.0,291
24,4,2023,19,19,1.0,15954,15954,1.0,291
25,4,2023,19,19,1.0,15715,15715,1.0,382
26,4,2023,19,19,1.0,15160,15160,1.0,294
27,4,2023,19,19,1.0,16175,16175,1.0,100
28,4,2023,19,19,1.0,16575,16575,1.0,311
29,4,2023,19,19,1.0,14010,14010,1.0,226
30,4,2023,19,19,1.0,17237,17237,1.0,403
1,5,2023,20,20,1.0,14565,14565,1.0,305
2,5,2023,20,20,1.0,18085,18085,1.0,227
3,5,2023,20,20,1.0,15310,15310,1.0,109
4,5,2023,20,20,1.0,17165,17165,1.0,128
5,5,2023,20,20,1.0,17232,17232,1.0,122
6,5,2023,20,20,1.0,15890,15890,1.0,191
7,5,2023,20,20,1.0,16835,16835,1.0,71
8,5,2023,20,20,1.0,16350,16350,1.0,300
9,5,2023,20,20,1.0,14842,14842,1.0,210
10,5,2023,20,20,1.0,15460,15460,1.0,224
11,5,2023,20,20,1.0,17432,17432,1.0,229
12,5,2023,20,20,1.0,16007,16007,1.0,203
13,5,2023,20,20,1.0,17180,17180,1.0,191
14,5,2023,20,20,1.0,13475,13475,1.0,106
15,5,2023,20,20,1.0,14875,14875,1.0,261
16,5,2023,20,20,1.0,15650,15650,1.0,281
17,5,2023,20,20,1.0,14887,14887,1.0,159
18,5,2023,20,20,1.0,19400,19400,1.0,293
19,5,2023,20,20,1.0,16412,16412,1.0,206
20,5,2023,20,20,1.0,16562,16562,1.0,189
21,5,2023,20,20,1.0,16339,16339,1.0,239
22,5,2023,20,20,1.0,14810,14810,1.0,289
23,5,2023,20,20,1.0,17980,17980,1.0,126
